State,Year,Quater,Registered_Users,App_Opens
Assam,2020,2,151932,2224207
Assam,2020,2,76285,1307482
Assam,2020,2,74590,1168928
Assam,2020,2,43018,732117
Assam,2020,2,10284,174833
Assam,2020,2,121435,2028604
Assam,2020,2,48810,763670
Assam,2020,2,68225,934292
Assam,2020,2,26719,500443
Assam,2020,2,129067,1825831
Assam,2020,2,52390,870449
Assam,2020,2,9203,172903
Assam,2020,2,51815,892291
Assam,2020,2,65059,976163
Assam,2020,2,60981,1000552
Assam,2020,2,17777,330959
Assam,2020,2,56270,1002538
Assam,2020,2,31083,496594
Assam,2020,2,54024,882509
Assam,2020,2,457023,5403172
Assam,2020,2,42932,684891
Assam,2020,2,135525,2542827
Assam,2020,2,67465,1208665
Assam,2020,2,39933,684129
Assam,2020,2,90601,1172921
Assam,2020,3,113239,1801945
Assam,2020,3,74990,1122603
Assam,2020,3,124944,1986835
Assam,2020,3,50223,753891
Assam,2020,3,48331,769536
Assam,2020,3,64581,875260
Assam,2020,3,134339,1916894
Assam,2020,3,23212,392792
Assam,2020,3,168903,2335984
Assam,2020,3,84816,1270648
Assam,2020,3,83572,1156145
Assam,2020,3,48006,710285
Assam,2020,3,11422,168946
Assam,2020,3,134006,2252989
Assam,2020,3,54315,803277
Assam,2020,3,74680,959669
Assam,2020,3,29963,469388
Assam,2020,3,143851,2043387
Assam,2020,3,57691,787804
Assam,2020,3,10573,174268
Assam,2020,3,57998,929304
Assam,2020,3,73939,1127144
Assam,2020,3,67790,1060449
Assam,2020,3,20222,351724
Assam,2020,3,62833,963277
Assam,2020,3,34348,517817
Assam,2020,3,59770,881403
Assam,2020,3,499403,6578104
Assam,2020,3,47910,766195
Assam,2020,3,150166,2675659
Assam,2020,3,75578,1281064
Assam,2020,3,44880,748906
Assam,2020,3,99517,1241686
Assam,2020,4,124067,2044463
Assam,2020,4,82304,1208709
Assam,2020,4,136799,2263290
Assam,2020,4,55442,831589
Assam,2020,4,53550,865117
Assam,2020,4,70764,985812
Assam,2020,4,147001,2185614
Assam,2020,4,25767,461378
Assam,2020,4,185101,2590478
Assam,2020,4,93699,1419145
Assam,2020,4,91426,1283646
Assam,2020,4,52866,748487
Assam,2020,4,12611,173169
Assam,2020,4,146796,2528689
Assam,2020,4,59718,908307
Assam,2020,4,80980,1049790
Assam,2020,4,32930,498786
Assam,2020,4,158821,2380532
Assam,2020,4,63327,865519
Assam,2020,4,11694,178676
Assam,2020,4,63658,988867
Assam,2020,4,82813,1250498
Assam,2020,4,74693,1260414
Assam,2020,4,22405,399205
Assam,2020,4,69004,1015876
Assam,2020,4,37521,552515
Assam,2020,4,65570,976895
Assam,2020,4,546458,9734289
Assam,2020,4,52612,811007
Assam,2020,4,164341,3023683
Assam,2020,4,83715,1529884
Assam,2020,4,49320,836646
Assam,2020,4,108380,1470839
Assam,2021,1,134067,2143049
Assam,2021,1,89104,1325230
Assam,2021,1,147671,2614237
Assam,2021,1,60046,1036755
Assam,2021,1,58026,956752
Assam,2021,1,76308,1075274
Assam,2021,1,158509,2426854
Assam,2021,1,28055,607318
Assam,2021,1,200243,2994542
Assam,2021,1,101643,1703849
Assam,2021,1,98520,1406442
Assam,2021,1,57387,831716
Assam,2021,1,13653,176811
Assam,2021,1,158555,2787968
Assam,2021,1,64551,1015612
Assam,2021,1,87679,1270339
Assam,2021,1,35753,592778
Assam,2021,1,172056,2636232
Assam,2021,1,68299,956420
Assam,2021,1,12746,194808
Assam,2021,1,68744,1087691
Assam,2021,1,89969,1410799
Assam,2021,1,80711,1460791
Assam,2021,1,24303,430143
Assam,2021,1,74652,1191235
Assam,2021,1,40563,604727
Assam,2021,1,71026,1138633
Assam,2021,1,589688,11775050
Assam,2021,1,57052,926680
Assam,2021,1,177789,3597728
Assam,2021,1,91082,1791107
Assam,2021,1,53382,909069
Assam,2021,1,116616,1675725
Assam,2021,2,144571,6040471
Assam,2021,2,96165,4453376
Assam,2021,2,159018,4519000
Assam,2021,2,65062,2506976
Assam,2021,2,62752,2453415
Assam,2021,2,82266,1990635
Assam,2021,2,170604,5005943
Assam,2021,2,30377,1109538
Assam,2021,2,215750,4792054
Assam,2021,2,109873,3218064
Assam,2021,2,106454,3724195
Assam,2021,2,62273,3070414
Assam,2021,2,14758,588818
Assam,2021,2,170519,4854061
Assam,2021,2,69441,2391622
Assam,2021,2,94605,2380734
Assam,2021,2,38690,2437016
Assam,2021,2,185350,3369557
Assam,2021,2,73631,1920860
Assam,2021,2,13811,851063
Assam,2021,2,74111,2895465
Assam,2021,2,97106,2365477
Assam,2021,2,86972,2874996
Assam,2021,2,26183,1080139
Assam,2021,2,80839,3052533
Assam,2021,2,43764,1920960
Assam,2021,2,76790,2740857
Assam,2021,2,630676,7599247
Assam,2021,2,61575,1536439
Assam,2021,2,191700,5672255
Assam,2021,2,98459,3288085
Assam,2021,2,57664,2749171
Assam,2021,2,125247,2550454
Assam,2021,3,156657,7972511
Assam,2021,3,104585,5715864
Assam,2021,3,172652,6027040
Assam,2021,3,71086,3533843
Assam,2021,3,68242,3232899
Assam,2021,3,89129,2391302
Assam,2021,3,184280,6497593
Assam,2021,3,33080,1313938
Assam,2021,3,233909,6279942
Assam,2021,3,119554,4251017
Assam,2021,3,115666,4870071
Assam,2021,3,68048,4295164
Assam,2021,3,16073,735694
Assam,2021,3,184448,6272172
Assam,2021,3,75318,3271673
Assam,2021,3,102617,3259608
Assam,2021,3,42198,3662908
Assam,2021,3,200721,4477178
Assam,2021,3,79951,2543151
Assam,2021,3,15112,1125289
Assam,2021,3,80553,3662523
Assam,2021,3,105371,3339273
Assam,2021,3,94320,3627538
Assam,2021,3,28350,1562973
Assam,2021,3,88112,4106577
Assam,2021,3,47576,2507021
Assam,2021,3,83547,3725044
Assam,2021,3,677223,10475091
Assam,2021,3,66975,2030120
Assam,2021,3,207997,7386911
Assam,2021,3,107173,4401050
Assam,2021,3,62778,3494701
Assam,2021,3,135179,3240952
Assam,2021,4,168240,4571817
Assam,2021,4,112578,3052330
Assam,2021,4,185421,6175246
Assam,2021,4,76692,2507680
Assam,2021,4,73615,2344797
Assam,2021,4,95808,2321592
Assam,2021,4,197521,5149894
Assam,2021,4,35734,1369487
Assam,2021,4,251340,7349395
Assam,2021,4,128621,4376764
Assam,2021,4,124410,3059708
Assam,2021,4,73549,2143715
Assam,2021,4,17302,400595
Assam,2021,4,198091,6507485
Assam,2021,4,80848,2587455
Assam,2021,4,110380,3467049
Assam,2021,4,45723,1482160
Assam,2021,4,215876,6312757
Assam,2021,4,85746,2222971
Assam,2021,4,16379,459225
Assam,2021,4,86582,2586474
Assam,2021,4,113394,3395241
Assam,2021,4,101421,3376217
Assam,2021,4,30548,964041
Assam,2021,4,95091,2947731
Assam,2021,4,51160,1340763
Assam,2021,4,89928,3464853
Assam,2021,4,723960,23330640
Assam,2021,4,72136,2445266
Assam,2021,4,223375,9310490
Assam,2021,4,115431,3942659
Assam,2021,4,67580,2054065
Assam,2021,4,145111,3579873
Assam,2022,1,179301,20168560
Assam,2022,1,120220,15015691
Assam,2022,1,198189,11459793
Assam,2022,1,82364,8229125
Assam,2022,1,78533,9256671
Assam,2022,1,102281,5349801
Assam,2022,1,210525,15363717
Assam,2022,1,38302,1898232
Assam,2022,1,268636,11824798
Assam,2022,1,137698,6835888
Assam,2022,1,133110,12987090
Assam,2022,1,78818,11725654
Assam,2022,1,18571,2645019
Assam,2022,1,211236,14366935
Assam,2022,1,86278,8113783
Assam,2022,1,118114,5848484
Assam,2022,1,49100,7852843
Assam,2022,1,230089,8410193
Assam,2022,1,91599,5171677
Assam,2022,1,17520,3151993
Assam,2022,1,92508,9664135
Assam,2022,1,121183,7177971
Assam,2022,1,108394,6969226
Assam,2022,1,32525,4510020
Assam,2022,1,101877,10310341
Assam,2022,1,54795,6254195
Assam,2022,1,96249,7704843
Assam,2022,1,767859,6949354
Assam,2022,1,77112,4118477
Assam,2022,1,238871,10253994
Assam,2022,1,123781,7889994
Assam,2022,1,72362,7739432
Assam,2022,1,154589,6424524
Assam,2022,2,189633,24952767
Assam,2022,2,127316,18753294
Assam,2022,2,210048,14467070
Assam,2022,2,87353,10074207
Assam,2022,2,83178,10826701
Assam,2022,2,108296,6750232
Assam,2022,2,222494,18395761
Assam,2022,2,40714,2233450
Assam,2022,2,284558,12455248
Assam,2022,2,146304,9092346
Assam,2022,2,140961,16364819
Assam,2022,2,83629,14945821
Assam,2022,2,19678,3033439
Assam,2022,2,223514,16534514
Assam,2022,2,91289,10527736
Assam,2022,2,125094,7396715
Assam,2022,2,52054,10714348
Assam,2022,2,243727,8364258
Assam,2022,2,96855,6448258
Assam,2022,2,18603,4005474
Assam,2022,2,97885,12335239
Assam,2022,2,128589,8450117
Assam,2022,2,114947,8688653
Assam,2022,2,34416,4804116
Assam,2022,2,108093,12311677
Assam,2022,2,58046,8651839
Assam,2022,2,102100,9668329
Assam,2022,2,810057,6849699
Assam,2022,2,81807,4370640
Assam,2022,2,253194,11738056
Assam,2022,2,131350,8334994
Assam,2022,2,76698,9502503
Assam,2022,2,163307,7886769
Assam,2022,3,199942,29277292
Assam,2022,3,134167,21009628
Assam,2022,3,221721,17825113
Assam,2022,3,92019,12322852
Assam,2022,3,87673,13894716
Assam,2022,3,114163,7826176
Assam,2022,3,234149,23974651
Assam,2022,3,43159,2606041
Assam,2022,3,300653,16159981
Assam,2022,3,154896,12516285
Assam,2022,3,148419,20170917
Assam,2022,3,87984,17883415
Assam,2022,3,20640,3375101
Assam,2022,3,235752,20172502
Assam,2022,3,96394,12294216
Assam,2022,3,131985,8112239
Assam,2022,3,55020,12567113
Assam,2022,3,257370,11770680
Assam,2022,3,102232,8684415
Assam,2022,3,19543,4377609
Assam,2022,3,103193,13855931
Assam,2022,3,135721,9580499
Assam,2022,3,121477,10130192
Assam,2022,3,36162,5936531
Assam,2022,3,113700,15925684
Assam,2022,3,61141,9596987
Assam,2022,3,107920,11849039
Assam,2022,3,854019,8071434
Assam,2022,3,86454,5088713
Assam,2022,3,267667,12753203
Assam,2022,3,138786,10801509
Assam,2022,3,80965,11000845
Assam,2022,3,171824,9349198
Assam,2022,4,209247,8688971
Assam,2022,4,139753,6388636
Assam,2022,4,231849,11925388
Assam,2022,4,95812,4612537
Assam,2022,4,91420,4792698
Assam,2022,4,118956,4937903
Assam,2022,4,244755,9691098
Assam,2022,4,45335,2537488
Assam,2022,4,314901,14572115
Assam,2022,4,162126,8948191
Assam,2022,4,154556,6462185
Assam,2022,4,91414,4463261
Assam,2022,4,21428,882103
Assam,2022,4,246327,12282291
Assam,2022,4,101076,5126769
Assam,2022,4,138147,6304091
Assam,2022,4,57336,2868861
Assam,2022,4,269556,12466379
Assam,2022,4,106762,4782164
Assam,2022,4,20258,991480
Assam,2022,4,107602,5325778
Assam,2022,4,141959,6787339
Assam,2022,4,127238,6467548
Assam,2022,4,37773,1908040
Assam,2022,4,118160,5908860
Assam,2022,4,63748,2668891
Assam,2022,4,112770,6468559
Assam,2022,4,897245,40938571
Assam,2022,4,90713,4724399
Assam,2022,4,280479,15643110
Assam,2022,4,145213,7184842
Assam,2022,4,84425,4159326
Assam,2022,4,179437,6871285
Assam,2023,1,219077,40115013
Assam,2023,1,146560,30457042
Assam,2023,1,242982,26113435
Assam,2023,1,100303,19872351
Assam,2023,1,95739,19148924
Assam,2023,1,124732,10615221
Assam,2023,1,256050,30073892
Assam,2023,1,47683,6127028
Assam,2023,1,330283,20574666
Assam,2023,1,170279,18132442
Assam,2023,1,161948,26574993
Assam,2023,1,95812,23871398
Assam,2023,1,22458,5992451
Assam,2023,1,258067,30546943
Assam,2023,1,105945,13898317
Assam,2023,1,144934,10945875
Assam,2023,1,60134,19619538
Assam,2023,1,282643,19883444
Assam,2023,1,111929,12159155
Assam,2023,1,21265,6408483
Assam,2023,1,112754,19705203
Assam,2023,1,148828,15817111
Assam,2023,1,133489,13993373
Assam,2023,1,39528,9959440
Assam,2023,1,124070,25692141
Assam,2023,1,66846,14369720
Assam,2023,1,118372,18138646
Assam,2023,1,938802,9200094
Assam,2023,1,95220,8693542
Assam,2023,1,294210,20512705
Assam,2023,1,152321,14570317
Assam,2023,1,88588,15699577
Assam,2023,1,187799,12693841
Assam,2023,2,228972,44603291
Assam,2023,2,153714,33915476
Assam,2023,2,254290,30922758
Assam,2023,2,105192,21194562
Assam,2023,2,100241,18126872
Assam,2023,2,130487,12983443
Assam,2023,2,267326,27003545
Assam,2023,2,50054,7390206
Assam,2023,2,345756,23821016
Assam,2023,2,178594,20746998
Assam,2023,2,169790,31887534
Assam,2023,2,100715,24946523
Assam,2023,2,23562,5911513
Assam,2023,2,269578,27748524
Assam,2023,2,110816,16385311
Assam,2023,2,151771,14419082
Assam,2023,2,63080,20252008
Assam,2023,2,295315,22642668
Assam,2023,2,117138,14827382
Assam,2023,2,22322,8178211
Assam,2023,2,118120,18644431
Assam,2023,2,155758,14770232
Assam,2023,2,139630,15436337
Assam,2023,2,41378,9768270
Assam,2023,2,130264,26633419
Assam,2023,2,70025,19494149
Assam,2023,2,124149,23891152
Assam,2023,2,975409,10291917
Assam,2023,2,99676,12253103
Assam,2023,2,307888,24119497
Assam,2023,2,159697,17263931
Assam,2023,2,92859,19143829
Assam,2023,2,196116,17452483
Assam,2023,3,239058,51022057
Assam,2023,3,160471,45985004
Assam,2023,3,265357,38346090
Assam,2023,3,110080,35992196
Assam,2023,3,104784,34498189
Assam,2023,3,136241,13086792
Assam,2023,3,278740,52247851
Assam,2023,3,52380,10212674
Assam,2023,3,360999,37811403
Assam,2023,3,186435,32844357
Assam,2023,3,177250,41449634
Assam,2023,3,105214,32082491
Assam,2023,3,24611,5257124
Assam,2023,3,281112,45875124
Assam,2023,3,115657,25287556
Assam,2023,3,158451,24814112
Assam,2023,3,65998,30789237
Assam,2023,3,308182,23961554
Assam,2023,3,122081,20513320
Assam,2023,3,23398,13519596
Assam,2023,3,123363,28025817
Assam,2023,3,162640,26785202
Assam,2023,3,145804,21295658
Assam,2023,3,43160,13892143
Assam,2023,3,136080,38631709
Assam,2023,3,73222,23549167
Assam,2023,3,129710,41955515
Assam,2023,3,1014178,12110048
Assam,2023,3,104063,17547081
Assam,2023,3,321557,35656605
Assam,2023,3,167049,35859977
Assam,2023,3,96868,31732430
Assam,2023,3,204393,20212200
Assam,2023,4,248429,17947350
Assam,2023,4,167096,15794802
Assam,2023,4,276067,25845292
Assam,2023,4,114440,13750462
Assam,2023,4,108934,11762810
Assam,2023,4,141853,11632384
Assam,2023,4,289409,19181994
Assam,2023,4,54609,13855399
Assam,2023,4,375835,39881315
Assam,2023,4,193881,26044285
Assam,2023,4,184416,15461014
Assam,2023,4,109420,12236271
Assam,2023,4,25684,1686462
Assam,2023,4,291996,27175802
Assam,2023,4,120199,11056902
Assam,2023,4,165177,16104820
Assam,2023,4,68633,8450267
Assam,2023,4,320070,28050880
Assam,2023,4,126977,11327199
Assam,2023,4,24422,2733988
Assam,2023,4,128232,12131639
Assam,2023,4,169249,15295556
Assam,2023,4,151750,13164085
Assam,2023,4,44886,3858547
Assam,2023,4,141506,13322763
Assam,2023,4,76164,5375217
Assam,2023,4,135028,16894251
Assam,2023,4,1050970,63033857
Assam,2023,4,108213,9827592
Assam,2023,4,334209,31271792
Assam,2023,4,173830,18770709
Assam,2023,4,100861,10494512
Assam,2023,4,212335,14621737
Assam,2024,1,259521,75625342
Assam,2024,1,174858,63843235
Assam,2024,1,288710,59228124
Assam,2024,1,119832,62681868
Assam,2024,1,113975,54040626
Assam,2024,1,148391,20282086
Assam,2024,1,302007,77309972
Assam,2024,1,57194,18895857
Assam,2024,1,392625,55499880
Assam,2024,1,202576,52440370
Assam,2024,1,192763,54373052
Assam,2024,1,114587,54113310
Assam,2024,1,26866,8243521
Assam,2024,1,304871,84734829
Assam,2024,1,125540,25830605
Assam,2024,1,172898,27046236
Assam,2024,1,71942,55257707
Assam,2024,1,334056,37836069
Assam,2024,1,132565,32555304
Assam,2024,1,25513,23706345
Assam,2024,1,134064,43777795
Assam,2024,1,176626,36115766
Assam,2024,1,158662,21517242
Assam,2024,1,46923,33236522
Assam,2024,1,148269,39200088
Assam,2024,1,79777,12151050
Assam,2024,1,141177,52972649
Assam,2024,1,1092571,18531284
Assam,2024,1,112961,24561651
Assam,2024,1,348707,47535673
Assam,2024,1,182003,36199591
Assam,2024,1,105545,44686035
Assam,2024,1,221581,26979648
Assam,2024,2,269522,89440983
Assam,2024,2,181983,86466056
Assam,2024,2,300373,56818489
Assam,2024,2,124463,65862182
Assam,2024,2,118573,60930051
Assam,2024,2,154585,23445066
Assam,2024,2,313699,90677820
Assam,2024,2,59558,21704316
Assam,2024,2,408632,54657060
Assam,2024,2,210719,79586829
Assam,2024,2,200568,74926733
Assam,2024,2,118951,52936788
Assam,2024,2,27940,8579454
Assam,2024,2,316789,149855897
Assam,2024,2,130781,40931937
Assam,2024,2,180029,55265903
Assam,2024,2,74768,56175695
Assam,2024,2,347107,56049409
Assam,2024,2,137930,44596785
Assam,2024,2,26520,45052764
Assam,2024,2,139189,51110425
Assam,2024,2,183636,29934162
Assam,2024,2,164998,26269641
Assam,2024,2,48764,21509067
Assam,2024,2,154130,49560810
Assam,2024,2,82847,22016040
Assam,2024,2,146887,96900974
Assam,2024,2,1134211,17430973
Assam,2024,2,117597,17423475
Assam,2024,2,362595,66182088
Assam,2024,2,189310,43402002
Assam,2024,2,109784,47470572
Assam,2024,2,230436,25103422
Assam,2024,3,350223,38137220
Assam,2024,3,290248,42088501
Assam,2024,3,503346,42656057
Assam,2024,3,255663,44460844
Assam,2024,3,170316,51458526
Assam,2024,3,187005,13066697
Assam,2024,3,373759,34947179
Assam,2024,3,558602,22366689
Assam,2024,3,457560,5814054
Assam,2024,3,298006,30491544
Assam,2024,3,194174,30394828
Assam,2024,3,295397,22746242
Assam,2024,3,34078,10238380
Assam,2024,3,360775,56506978
Assam,2024,3,44812,1946254
Assam,2024,3,304206,4938879
Assam,2024,3,149747,27330609
Assam,2024,3,503200,44104964
Assam,2024,3,202544,13696079
Assam,2024,3,49093,49212320
Assam,2024,3,199331,32922879
Assam,2024,3,290336,16853741
Assam,2024,3,264567,9086135
Assam,2024,3,74539,48860907
Assam,2024,3,175320,4961881
Assam,2024,3,115111,3545578
Assam,2024,3,284355,8609982
Assam,2024,3,1334268,25405646
Assam,2024,3,175224,14231653
Assam,2024,3,170969,8408224
Assam,2024,3,540352,23938218
Assam,2024,3,350819,30889452
Assam,2024,3,211420,22810691
Assam,2024,3,268659,16171068
Assam,2024,3,60754,1917207
Assam,2024,4,363224,27960821
Assam,2024,4,301901,24508610
Assam,2024,4,522595,35775642
Assam,2024,4,266931,20085894
Assam,2024,4,177347,12926349
Assam,2024,4,193924,12734641
Assam,2024,4,387487,27182266
Assam,2024,4,580140,52351334
Assam,2024,4,473943,33152079
Assam,2024,4,309656,24425031
Assam,2024,4,202018,16368051
Assam,2024,4,307064,28579525
Assam,2024,4,35623,2236602
Assam,2024,4,374004,33232903
Assam,2024,4,46620,1715699
Assam,2024,4,316203,24243977
Assam,2024,4,156141,13444282
Assam,2024,4,522779,40758350
Assam,2024,4,209698,19616237
Assam,2024,4,51555,6905987
Assam,2024,4,207473,14743273
Assam,2024,4,301739,21153524
Assam,2024,4,274361,17693417
Assam,2024,4,77541,5002313
Assam,2024,4,183275,13173520
Assam,2024,4,119529,7018973
Assam,2024,4,295373,20218693
Assam,2024,4,1380871,83334109
Assam,2024,4,182431,14789107
Assam,2024,4,176145,14874152
Assam,2024,4,558059,42787398
Assam,2024,4,363792,24764277
Assam,2024,4,220053,18111673
Assam,2024,4,277958,14834201
Assam,2024,4,63474,4466549
Bihar,2018,1,26881,0
Bihar,2018,1,51858,0
Bihar,2018,1,75201,0
Bihar,2018,1,27689,0
Bihar,2018,1,74414,0
Bihar,2018,1,32228,0
Bihar,2018,1,23266,0
Bihar,2018,1,10567,0
Bihar,2018,1,52000,0
Bihar,2018,1,125298,0
Bihar,2018,1,425009,0
Bihar,2018,1,20394,0
Bihar,2018,1,64983,0
Bihar,2018,1,57409,0
Bihar,2018,1,29348,0
Bihar,2018,1,47288,0
Bihar,2018,1,63245,0
Bihar,2018,1,11087,0
Bihar,2018,1,67921,0
Bihar,2018,1,67656,0
Bihar,2018,1,41306,0
Bihar,2018,1,18119,0
Bihar,2018,1,42349,0
Bihar,2018,1,22464,0
Bihar,2018,1,30576,0
Bihar,2018,1,32219,0
Bihar,2018,1,44233,0
Bihar,2018,1,25026,0
Bihar,2018,1,32380,0
Bihar,2018,1,76063,0
Bihar,2018,1,66664,0
Bihar,2018,1,16507,0
Bihar,2018,1,91015,0
Bihar,2018,1,76068,0
Bihar,2018,1,19504,0
Bihar,2018,1,87561,0
Bihar,2018,1,7645,0
Bihar,2018,1,50363,0
Bihar,2018,2,38981,0
Bihar,2018,2,74326,0
Bihar,2018,2,104076,0
Bihar,2018,2,40109,0
Bihar,2018,2,105558,0
Bihar,2018,2,46340,0
Bihar,2018,2,33706,0
Bihar,2018,2,14713,0
Bihar,2018,2,76259,0
Bihar,2018,2,172315,0
Bihar,2018,2,568657,0
Bihar,2018,2,28922,0
Bihar,2018,2,91120,0
Bihar,2018,2,81209,0
Bihar,2018,2,42570,0
Bihar,2018,2,66939,0
Bihar,2018,2,93576,0
Bihar,2018,2,15827,0
Bihar,2018,2,96694,0
Bihar,2018,2,97301,0
Bihar,2018,2,60406,0
Bihar,2018,2,25672,0
Bihar,2018,2,60487,0
Bihar,2018,2,32462,0
Bihar,2018,2,45568,0
Bihar,2018,2,46015,0
Bihar,2018,2,64523,0
Bihar,2018,2,36519,0
Bihar,2018,2,46151,0
Bihar,2018,2,106461,0
Bihar,2018,2,95726,0
Bihar,2018,2,24807,0
Bihar,2018,2,126422,0
Bihar,2018,2,107143,0
Bihar,2018,2,28923,0
Bihar,2018,2,125890,0
Bihar,2018,2,10733,0
Bihar,2018,2,72766,0
Bihar,2018,3,49663,0
Bihar,2018,3,94363,0
Bihar,2018,3,128472,0
Bihar,2018,3,51486,0
Bihar,2018,3,132803,0
Bihar,2018,3,59996,0
Bihar,2018,3,43752,0
Bihar,2018,3,18723,0
Bihar,2018,3,98993,0
Bihar,2018,3,211519,0
Bihar,2018,3,684421,0
Bihar,2018,3,36542,0
Bihar,2018,3,115023,0
Bihar,2018,3,102517,0
Bihar,2018,3,55126,0
Bihar,2018,3,86343,0
Bihar,2018,3,123407,0
Bihar,2018,3,20402,0
Bihar,2018,3,122105,0
Bihar,2018,3,124955,0
Bihar,2018,3,77944,0
Bihar,2018,3,32649,0
Bihar,2018,3,78109,0
Bihar,2018,3,42159,0
Bihar,2018,3,60052,0
Bihar,2018,3,57422,0
Bihar,2018,3,81567,0
Bihar,2018,3,46130,0
Bihar,2018,3,58234,0
Bihar,2018,3,131270,0
Bihar,2018,3,123044,0
Bihar,2018,3,33293,0
Bihar,2018,3,160375,0
Bihar,2018,3,134680,0
Bihar,2018,3,37816,0
Bihar,2018,3,162122,0
Bihar,2018,3,14106,0
Bihar,2018,3,92952,0
Bihar,2018,4,62629,0
Bihar,2018,4,117803,0
Bihar,2018,4,160167,0
Bihar,2018,4,66750,0
Bihar,2018,4,167302,0
Bihar,2018,4,77511,0
Bihar,2018,4,57118,0
Bihar,2018,4,24007,0
Bihar,2018,4,129337,0
Bihar,2018,4,260789,0
Bihar,2018,4,826399,0
Bihar,2018,4,46948,0
Bihar,2018,4,145673,0
Bihar,2018,4,130175,0
Bihar,2018,4,70883,0
Bihar,2018,4,109162,0
Bihar,2018,4,161486,0
Bihar,2018,4,26433,0
Bihar,2018,4,156657,0
Bihar,2018,4,161063,0
Bihar,2018,4,101282,0
Bihar,2018,4,41729,0
Bihar,2018,4,101513,0
Bihar,2018,4,54117,0
Bihar,2018,4,78248,0
Bihar,2018,4,71593,0
Bihar,2018,4,103140,0
Bihar,2018,4,58456,0
Bihar,2018,4,72745,0
Bihar,2018,4,164162,0
Bihar,2018,4,158691,0
Bihar,2018,4,44517,0
Bihar,2018,4,203926,0
Bihar,2018,4,169774,0
Bihar,2018,4,50385,0
Bihar,2018,4,206934,0
Bihar,2018,4,17899,0
Bihar,2018,4,119262,0
Bihar,2019,1,75876,0
Bihar,2019,1,141631,0
Bihar,2019,1,189924,0
Bihar,2019,1,81116,0
Bihar,2019,1,202521,0
Bihar,2019,1,94644,0
Bihar,2019,1,70521,0
Bihar,2019,1,29154,0
Bihar,2019,1,160063,0
Bihar,2019,1,309416,0
Bihar,2019,1,964432,0
Bihar,2019,1,56497,0
Bihar,2019,1,174877,0
Bihar,2019,1,155497,0
Bihar,2019,1,86568,0
Bihar,2019,1,132501,0
Bihar,2019,1,197928,0
Bihar,2019,1,32098,0
Bihar,2019,1,189344,0
Bihar,2019,1,197074,0
Bihar,2019,1,125180,0
Bihar,2019,1,50294,0
Bihar,2019,1,123845,0
Bihar,2019,1,66307,0
Bihar,2019,1,95297,0
Bihar,2019,1,84548,0
Bihar,2019,1,124680,0
Bihar,2019,1,70139,0
Bihar,2019,1,88171,0
Bihar,2019,1,195057,0
Bihar,2019,1,195036,0
Bihar,2019,1,54620,0
Bihar,2019,1,245773,0
Bihar,2019,1,204544,0
Bihar,2019,1,62041,0
Bihar,2019,1,252394,0
Bihar,2019,1,21941,0
Bihar,2019,1,143568,0
Bihar,2019,2,88609,530739
Bihar,2019,2,163932,892348
Bihar,2019,2,213733,1212543
Bihar,2019,2,93771,493509
Bihar,2019,2,232722,1420641
Bihar,2019,2,109523,581833
Bihar,2019,2,82317,441606
Bihar,2019,2,33395,152708
Bihar,2019,2,187956,1155335
Bihar,2019,2,353459,2236848
Bihar,2019,2,1076012,7177148
Bihar,2019,2,65200,393786
Bihar,2019,2,199401,1187844
Bihar,2019,2,177158,862354
Bihar,2019,2,100872,561171
Bihar,2019,2,153456,899841
Bihar,2019,2,230068,1466538
Bihar,2019,2,36841,225510
Bihar,2019,2,218205,1414165
Bihar,2019,2,227901,1471945
Bihar,2019,2,147102,868936
Bihar,2019,2,57386,292347
Bihar,2019,2,143325,880786
Bihar,2019,2,76908,450417
Bihar,2019,2,110811,590730
Bihar,2019,2,96444,475070
Bihar,2019,2,145150,921533
Bihar,2019,2,80553,456066
Bihar,2019,2,102025,640510
Bihar,2019,2,223725,1182355
Bihar,2019,2,226202,1405773
Bihar,2019,2,64416,355348
Bihar,2019,2,281107,1670802
Bihar,2019,2,234046,1381196
Bihar,2019,2,72748,328378
Bihar,2019,2,292711,1903455
Bihar,2019,2,25323,142182
Bihar,2019,2,165246,882726
Bihar,2019,3,99576,1649447
Bihar,2019,3,186139,3003347
Bihar,2019,3,235028,3869133
Bihar,2019,3,104713,1381138
Bihar,2019,3,262421,4450914
Bihar,2019,3,123544,1773161
Bihar,2019,3,92936,1426569
Bihar,2019,3,36997,457606
Bihar,2019,3,214406,3266902
Bihar,2019,3,396343,7217205
Bihar,2019,3,1180262,25097249
Bihar,2019,3,72795,1204601
Bihar,2019,3,220566,3486542
Bihar,2019,3,198672,2675356
Bihar,2019,3,113711,1835527
Bihar,2019,3,174814,2904366
Bihar,2019,3,260966,4250077
Bihar,2019,3,40722,686243
Bihar,2019,3,246527,4465824
Bihar,2019,3,256491,4618198
Bihar,2019,3,167773,2572232
Bihar,2019,3,64084,932887
Bihar,2019,3,159363,2679481
Bihar,2019,3,85406,1268624
Bihar,2019,3,126320,1952983
Bihar,2019,3,106801,1540247
Bihar,2019,3,165027,3026054
Bihar,2019,3,90561,1428876
Bihar,2019,3,114827,2024957
Bihar,2019,3,249214,3694374
Bihar,2019,3,255761,4258979
Bihar,2019,3,74150,1200959
Bihar,2019,3,315649,5823758
Bihar,2019,3,262875,4222865
Bihar,2019,3,81845,1053657
