State,Year,Quater,Registered_Users,App_Opens
Rajasthan,2021,4,955025,53716422
Rajasthan,2021,4,198205,9603469
Rajasthan,2021,4,244921,11837758
Rajasthan,2021,4,266920,14512502
Rajasthan,2021,4,216435,16435863
Rajasthan,2021,4,270915,13795157
Rajasthan,2021,4,308914,16602215
Rajasthan,2021,4,1474129,76462658
Rajasthan,2021,4,831250,39822430
Rajasthan,2021,4,706897,34507708
Rajasthan,2022,1,553792,69349732
Rajasthan,2022,1,547992,375275391
Rajasthan,2022,1,565326,60875548
Rajasthan,2022,1,5133527,100209038
Rajasthan,2022,1,274308,31164272
Rajasthan,2022,1,871188,88473755
Rajasthan,2022,1,189997,25933196
Rajasthan,2022,1,171907,19525390
Rajasthan,2022,1,429840,49977776
Rajasthan,2022,1,1370206,183816156
Rajasthan,2022,1,330492,24699924
Rajasthan,2022,1,816476,66660064
Rajasthan,2022,1,578443,20187376
Rajasthan,2022,1,901819,133495392
Rajasthan,2022,1,713425,20913302
Rajasthan,2022,1,642913,231774454
Rajasthan,2022,1,947827,74534651
Rajasthan,2022,1,465868,47033572
Rajasthan,2022,1,393659,223563976
Rajasthan,2022,1,125125,26261142
Rajasthan,2022,1,412482,28303144
Rajasthan,2022,1,392559,54718054
Rajasthan,2022,1,737226,183107441
Rajasthan,2022,1,1017503,53601274
Rajasthan,2022,1,211933,14633724
Rajasthan,2022,1,260674,23786718
Rajasthan,2022,1,284734,32199404
Rajasthan,2022,1,231261,120379969
Rajasthan,2022,1,289557,31495159
Rajasthan,2022,1,330563,40658233
Rajasthan,2022,1,1570711,50622585
Rajasthan,2022,1,882916,30096178
Rajasthan,2022,1,752608,33280479
Rajasthan,2022,2,584657,77005278
Rajasthan,2022,2,578145,421950406
Rajasthan,2022,2,598254,64146292
Rajasthan,2022,2,5409763,95957044
Rajasthan,2022,2,290456,32432236
Rajasthan,2022,2,921021,90944545
Rajasthan,2022,2,200791,31207171
Rajasthan,2022,2,182055,22714718
Rajasthan,2022,2,455010,50484749
Rajasthan,2022,2,1444490,190957063
Rajasthan,2022,2,350206,22434237
Rajasthan,2022,2,862053,75628048
Rajasthan,2022,2,611894,20588468
Rajasthan,2022,2,952752,151946783
Rajasthan,2022,2,755997,22132942
Rajasthan,2022,2,680437,251676740
Rajasthan,2022,2,998746,80278864
Rajasthan,2022,2,493379,53085761
Rajasthan,2022,2,415870,252744084
Rajasthan,2022,2,132722,29088449
Rajasthan,2022,2,436961,28512199
Rajasthan,2022,2,415385,61989441
Rajasthan,2022,2,778380,192250235
Rajasthan,2022,2,1074986,56239659
Rajasthan,2022,2,224585,16130121
Rajasthan,2022,2,275294,26815784
Rajasthan,2022,2,301070,38062175
Rajasthan,2022,2,244234,123477036
Rajasthan,2022,2,306807,34122615
Rajasthan,2022,2,350492,39762250
Rajasthan,2022,2,1661785,49318462
Rajasthan,2022,2,931689,33065934
Rajasthan,2022,2,795815,34285158
Rajasthan,2022,3,614763,86663578
Rajasthan,2022,3,609264,497587120
Rajasthan,2022,3,630859,93965925
Rajasthan,2022,3,5696726,97515005
Rajasthan,2022,3,306488,35782521
Rajasthan,2022,3,971352,111039026
Rajasthan,2022,3,211215,35678679
Rajasthan,2022,3,191535,24648975
Rajasthan,2022,3,479568,54127045
Rajasthan,2022,3,1517702,254120726
Rajasthan,2022,3,370379,27073093
Rajasthan,2022,3,908034,80374530
Rajasthan,2022,3,646611,19935199
Rajasthan,2022,3,1001401,186521136
Rajasthan,2022,3,799601,23295084
Rajasthan,2022,3,714466,287879403
Rajasthan,2022,3,1050146,99619646
Rajasthan,2022,3,520793,62711300
Rajasthan,2022,3,438430,303886660
Rajasthan,2022,3,140123,32602291
Rajasthan,2022,3,461840,32215728
Rajasthan,2022,3,436182,67230900
Rajasthan,2022,3,819523,250765934
Rajasthan,2022,3,1133443,61228825
Rajasthan,2022,3,237489,19098756
Rajasthan,2022,3,289792,29876298
Rajasthan,2022,3,317247,43640347
Rajasthan,2022,3,256162,163060522
Rajasthan,2022,3,324032,38644499
Rajasthan,2022,3,370638,49646877
Rajasthan,2022,3,1755844,56486270
Rajasthan,2022,3,982248,34674075
Rajasthan,2022,3,839052,38191893
Rajasthan,2022,4,641377,37823446
Rajasthan,2022,4,639140,41572688
Rajasthan,2022,4,659182,34536777
Rajasthan,2022,4,5975863,302929885
Rajasthan,2022,4,320431,17042993
Rajasthan,2022,4,1017032,71900538
Rajasthan,2022,4,220126,13983897
Rajasthan,2022,4,199320,10652699
Rajasthan,2022,4,501573,29169650
Rajasthan,2022,4,1583620,94660470
Rajasthan,2022,4,388010,19877087
Rajasthan,2022,4,949767,57456129
Rajasthan,2022,4,678693,33124667
Rajasthan,2022,4,1043562,66793982
Rajasthan,2022,4,839280,31088388
Rajasthan,2022,4,742793,59090917
Rajasthan,2022,4,1097266,73340646
Rajasthan,2022,4,544856,36614779
Rajasthan,2022,4,459397,29067836
Rajasthan,2022,4,146311,10020826
Rajasthan,2022,4,484318,24244979
Rajasthan,2022,4,454009,26134282
Rajasthan,2022,4,856385,51898443
Rajasthan,2022,4,1185927,64102564
Rajasthan,2022,4,249028,13787272
Rajasthan,2022,4,302852,16427206
Rajasthan,2022,4,331406,24301610
Rajasthan,2022,4,266118,23450979
Rajasthan,2022,4,339186,19235443
Rajasthan,2022,4,387978,23347051
Rajasthan,2022,4,1843138,86723515
Rajasthan,2022,4,1031196,51410929
Rajasthan,2022,4,876787,41612351
Rajasthan,2023,1,670709,97423805
Rajasthan,2023,1,667880,545740376
Rajasthan,2023,1,689946,85679770
Rajasthan,2023,1,6247095,102771783
Rajasthan,2023,1,336236,45403825
Rajasthan,2023,1,1065499,117006840
Rajasthan,2023,1,230384,50426578
Rajasthan,2023,1,208688,34247381
Rajasthan,2023,1,525758,63339041
Rajasthan,2023,1,1654436,298701684
Rajasthan,2023,1,407145,33413116
Rajasthan,2023,1,992940,98423214
Rajasthan,2023,1,711545,24433964
Rajasthan,2023,1,1091225,202610481
Rajasthan,2023,1,880577,28230243
Rajasthan,2023,1,776885,331816674
Rajasthan,2023,1,1146113,103236511
Rajasthan,2023,1,570826,73293194
Rajasthan,2023,1,480902,324415689
Rajasthan,2023,1,153524,39345331
Rajasthan,2023,1,508180,35983980
Rajasthan,2023,1,474939,79824084
Rajasthan,2023,1,895948,284191045
Rajasthan,2023,1,1241633,63528752
Rajasthan,2023,1,261343,24774189
Rajasthan,2023,1,316745,39369927
Rajasthan,2023,1,346892,49993026
Rajasthan,2023,1,277620,188778688
Rajasthan,2023,1,355631,47311708
Rajasthan,2023,1,406945,59392240
Rajasthan,2023,1,1931404,61673075
Rajasthan,2023,1,1079455,38037137
Rajasthan,2023,1,917983,38515190
Rajasthan,2023,2,700489,111112784
Rajasthan,2023,2,695005,557450404
Rajasthan,2023,2,721780,94602712
Rajasthan,2023,2,6490210,101281080
Rajasthan,2023,2,352029,44461374
Rajasthan,2023,2,1112475,116319648
Rajasthan,2023,2,240901,69598435
Rajasthan,2023,2,218341,40098787
Rajasthan,2023,2,550458,63366212
Rajasthan,2023,2,1723274,328744335
Rajasthan,2023,2,426213,38564604
Rajasthan,2023,2,1034200,111769850
Rajasthan,2023,2,743151,25490365
Rajasthan,2023,2,1140617,233229254
Rajasthan,2023,2,920291,29508013
Rajasthan,2023,2,814371,357596250
Rajasthan,2023,2,1191890,109383533
Rajasthan,2023,2,596527,86858393
Rajasthan,2023,2,501441,352688757
Rajasthan,2023,2,161051,48811536
Rajasthan,2023,2,531040,38538927
Rajasthan,2023,2,497223,90742576
Rajasthan,2023,2,934772,317703250
Rajasthan,2023,2,1295705,72379272
Rajasthan,2023,2,273507,28282770
Rajasthan,2023,2,330039,44665778
Rajasthan,2023,2,362498,54976050
Rajasthan,2023,2,291021,199933840
Rajasthan,2023,2,372468,49994367
Rajasthan,2023,2,426153,66031386
Rajasthan,2023,2,2015122,62529380
Rajasthan,2023,2,1123468,45574539
Rajasthan,2023,2,957879,40711827
Rajasthan,2023,3,730031,114579950
Rajasthan,2023,3,722798,512965336
Rajasthan,2023,3,753559,120081326
Rajasthan,2023,3,6745507,88138968
Rajasthan,2023,3,368285,54916793
Rajasthan,2023,3,1161222,123204454
Rajasthan,2023,3,251467,77554711
Rajasthan,2023,3,227663,57792491
Rajasthan,2023,3,575238,59135745
Rajasthan,2023,3,1793526,340883710
Rajasthan,2023,3,444935,43455810
Rajasthan,2023,3,1075658,135031777
Rajasthan,2023,3,776364,20580287
Rajasthan,2023,3,1190241,248122285
Rajasthan,2023,3,961681,63482900
Rajasthan,2023,3,850293,400237829
Rajasthan,2023,3,1240780,183736410
Rajasthan,2023,3,622349,86502458
Rajasthan,2023,3,522619,362030658
Rajasthan,2023,3,168793,60919555
Rajasthan,2023,3,554740,41740350
Rajasthan,2023,3,518035,93136203
Rajasthan,2023,3,974753,362977425
Rajasthan,2023,3,1350861,57455590
Rajasthan,2023,3,285692,35034202
Rajasthan,2023,3,343786,71505446
Rajasthan,2023,3,378133,64002782
Rajasthan,2023,3,303744,225295537
Rajasthan,2023,3,389057,55870845
Rajasthan,2023,3,446144,63490116
Rajasthan,2023,3,2100632,68857107
Rajasthan,2023,3,1170118,40526891
Rajasthan,2023,3,998478,26060916
Rajasthan,2023,4,757423,52741973
Rajasthan,2023,4,749024,47626088
Rajasthan,2023,4,782820,43468666
Rajasthan,2023,4,6983265,321115628
Rajasthan,2023,4,383244,29501990
Rajasthan,2023,4,1205003,70874806
Rajasthan,2023,4,261434,36670946
Rajasthan,2023,4,236525,19841316
Rajasthan,2023,4,598210,29621800
Rajasthan,2023,4,1857340,114162633
Rajasthan,2023,4,462482,25602504
Rajasthan,2023,4,1115611,73796442
Rajasthan,2023,4,806062,36517536
Rajasthan,2023,4,1236331,90918832
Rajasthan,2023,4,1000530,63625396
Rajasthan,2023,4,883944,78473305
Rajasthan,2023,4,1284233,78973604
Rajasthan,2023,4,646563,43650262
Rajasthan,2023,4,542076,39998065
Rajasthan,2023,4,175877,15971177
Rajasthan,2023,4,576534,29540020
Rajasthan,2023,4,537521,39567441
Rajasthan,2023,4,1010869,69192584
Rajasthan,2023,4,1402231,69297940
Rajasthan,2023,4,296811,24439893
Rajasthan,2023,4,356682,20102277
Rajasthan,2023,4,392759,28918772
Rajasthan,2023,4,316363,26678376
Rajasthan,2023,4,404630,25297747
Rajasthan,2023,4,464200,29977919
Rajasthan,2023,4,2179932,132648697
Rajasthan,2023,4,1214016,55226916
Rajasthan,2023,4,1036803,41604049
Rajasthan,2024,1,789720,97952287
Rajasthan,2024,1,779442,542552641
Rajasthan,2024,1,817478,122388035
Rajasthan,2024,1,7253881,91786337
Rajasthan,2024,1,401079,63987686
Rajasthan,2024,1,1256777,93869802
Rajasthan,2024,1,273274,126820857
Rajasthan,2024,1,247078,76820225
Rajasthan,2024,1,625020,55635027
Rajasthan,2024,1,1933181,359010322
Rajasthan,2024,1,482948,114594404
Rajasthan,2024,1,1161696,180844031
Rajasthan,2024,1,840526,27528423
Rajasthan,2024,1,1290786,181616353
Rajasthan,2024,1,1044485,170246534
Rajasthan,2024,1,924996,419469361
Rajasthan,2024,1,1334929,89752939
Rajasthan,2024,1,674975,87187679
Rajasthan,2024,1,564616,396576065
Rajasthan,2024,1,184649,65381524
Rajasthan,2024,1,601854,39305435
Rajasthan,2024,1,561499,130268653
Rajasthan,2024,1,1053646,370590346
Rajasthan,2024,1,1461236,46574989
Rajasthan,2024,1,310116,41770901
Rajasthan,2024,1,371512,55366565
Rajasthan,2024,1,409987,60990555
Rajasthan,2024,1,330610,205410639
Rajasthan,2024,1,423170,61703311
Rajasthan,2024,1,485430,72659034
Rajasthan,2024,1,2270393,209103015
Rajasthan,2024,1,1264105,44531531
Rajasthan,2024,1,1080420,25823051
Rajasthan,2024,2,819598,107313379
Rajasthan,2024,2,807595,614525407
Rajasthan,2024,2,849011,120228925
Rajasthan,2024,2,7522194,110035465
Rajasthan,2024,2,416738,85144741
Rajasthan,2024,2,1304282,99397526
Rajasthan,2024,2,283917,132671627
Rajasthan,2024,2,256801,81593163
Rajasthan,2024,2,649651,57498094
Rajasthan,2024,2,2004056,373720373
Rajasthan,2024,2,501583,37401194
Rajasthan,2024,2,1205522,223575919
Rajasthan,2024,2,873413,35329035
Rajasthan,2024,2,1340651,199578767
Rajasthan,2024,2,1085560,158865884
Rajasthan,2024,2,958763,450061444
Rajasthan,2024,2,1384040,100881045
Rajasthan,2024,2,701318,88141848
Rajasthan,2024,2,586087,420390787
Rajasthan,2024,2,192031,67475419
Rajasthan,2024,2,625253,49546409
Rajasthan,2024,2,582806,199530526
Rajasthan,2024,2,1092137,337545864
Rajasthan,2024,2,1517703,55358999
Rajasthan,2024,2,322195,34875809
Rajasthan,2024,2,385727,72972042
Rajasthan,2024,2,425955,69169306
Rajasthan,2024,2,342396,189619336
Rajasthan,2024,2,439894,56045923
Rajasthan,2024,2,504362,80913546
Rajasthan,2024,2,2357624,184726362
Rajasthan,2024,2,1312699,40362092
Rajasthan,2024,2,1122057,27770662
Rajasthan,2024,3,137748,34343455
Rajasthan,2024,3,697423,118889187
Rajasthan,2024,3,243614,332831383
Rajasthan,2024,3,5219354,46566848
Rajasthan,2024,3,433833,79215719
Rajasthan,2024,3,755343,13813498
Rajasthan,2024,3,934621,109784763
Rajasthan,2024,3,758027,147029573
Rajasthan,2024,3,532343,80876959
Rajasthan,2024,3,312207,223470497
Rajasthan,2024,3,490519,25831948
Rajasthan,2024,3,707359,154511832
Rajasthan,2024,3,672517,262805808
Rajasthan,2024,3,1011766,72938505
Rajasthan,2024,3,495459,63305946
Rajasthan,2024,3,444377,168001188
Rajasthan,2024,3,762446,193281194
Rajasthan,2024,3,285952,135219662
Rajasthan,2024,3,452351,51182853
Rajasthan,2024,3,427873,67836281
Rajasthan,2024,3,290409,78531026
Rajasthan,2024,3,860282,26918670
Rajasthan,2024,3,366318,137126970
Rajasthan,2024,3,651550,255947575
Rajasthan,2024,3,871199,239452998
Rajasthan,2024,3,700819,88808811
Rajasthan,2024,3,464131,99571668
Rajasthan,2024,3,325820,11544668
Rajasthan,2024,3,316510,51440307
Rajasthan,2024,3,1154160,27724895
Rajasthan,2024,3,363913,48979032
Rajasthan,2024,3,1145180,167096371
Rajasthan,2024,3,725387,21270018
Rajasthan,2024,3,574879,25964103
Rajasthan,2024,3,714921,18417184
Rajasthan,2024,3,730541,133884635
Rajasthan,2024,3,280658,104318717
Rajasthan,2024,3,348383,70802552
Rajasthan,2024,3,346705,69901425
Rajasthan,2024,3,1138132,391846335
Rajasthan,2024,3,1185364,58774864
Rajasthan,2024,3,397880,48135040
Rajasthan,2024,3,396585,79545688
Rajasthan,2024,3,393774,312603946
Rajasthan,2024,3,1430124,59824424
Rajasthan,2024,3,543946,73269176
Rajasthan,2024,3,1057687,54046437
Rajasthan,2024,3,138681,51670360
Rajasthan,2024,3,545638,88156491
Rajasthan,2024,3,1348463,57859548
Rajasthan,2024,4,141586,9757427
Rajasthan,2024,4,721750,43538245
Rajasthan,2024,4,250756,54539204
Rajasthan,2024,4,5371681,308060547
Rajasthan,2024,4,449251,33868401
Rajasthan,2024,4,775553,54570613
Rajasthan,2024,4,972156,71312033
Rajasthan,2024,4,782765,59676540
Rajasthan,2024,4,550887,40328777
Rajasthan,2024,4,325413,29085338
Rajasthan,2024,4,509018,31108880
Rajasthan,2024,4,734152,82360599
Rajasthan,2024,4,699718,101517019
Rajasthan,2024,4,1046582,62534309
Rajasthan,2024,4,513713,40534369
Rajasthan,2024,4,459816,39258153
Rajasthan,2024,4,788532,61943610
Rajasthan,2024,4,297944,33222919
Rajasthan,2024,4,468663,36213797
Rajasthan,2024,4,441859,39230482
Rajasthan,2024,4,298763,25891517
Rajasthan,2024,4,892881,45766583
Rajasthan,2024,4,380653,30054348
Rajasthan,2024,4,674343,61950408
Rajasthan,2024,4,902422,55418201
Rajasthan,2024,4,730785,50862676
Rajasthan,2024,4,484615,48051846
Rajasthan,2024,4,339059,24448234
Rajasthan,2024,4,331077,28817966
Rajasthan,2024,4,1196146,67145338
Rajasthan,2024,4,381136,28848754
Rajasthan,2024,4,1185490,80042796
Rajasthan,2024,4,749519,51295302
Rajasthan,2024,4,596692,38107822
Rajasthan,2024,4,737497,51419815
Rajasthan,2024,4,752810,58359115
Rajasthan,2024,4,292673,20537552
Rajasthan,2024,4,360204,24477518
Rajasthan,2024,4,359826,35090681
Rajasthan,2024,4,1180630,84906195
Rajasthan,2024,4,1233678,69301881
Rajasthan,2024,4,418181,39922434
Rajasthan,2024,4,411905,32731787
Rajasthan,2024,4,406719,31207187
Rajasthan,2024,4,1471885,90474872
Rajasthan,2024,4,561547,38202691
Rajasthan,2024,4,1093734,155518635
Rajasthan,2024,4,146066,16213772
Rajasthan,2024,4,562023,76493377
Rajasthan,2024,4,1393621,70523672
Sikkim,2018,1,3679,0
Sikkim,2018,1,2048,0
Sikkim,2018,1,12749,0
Sikkim,2018,1,1575,0
Sikkim,2018,2,5147,0
Sikkim,2018,2,2868,0
Sikkim,2018,2,17767,0
Sikkim,2018,2,2315,0
Sikkim,2018,3,6943,0
Sikkim,2018,3,4042,0
Sikkim,2018,3,23460,0
Sikkim,2018,3,3192,0
Sikkim,2018,4,8992,0
Sikkim,2018,4,5328,0
Sikkim,2018,4,29948,0
Sikkim,2018,4,4270,0
Sikkim,2019,1,11031,0
Sikkim,2019,1,6479,0
Sikkim,2019,1,36124,0
Sikkim,2019,1,5322,0
Sikkim,2019,2,13547,77140
Sikkim,2019,2,8064,46084
Sikkim,2019,2,43048,238494
Sikkim,2019,2,6340,36802
Sikkim,2019,3,16016,280590
Sikkim,2019,3,9481,144701
Sikkim,2019,3,49404,754830
Sikkim,2019,3,7227,136683
Sikkim,2019,4,18461,329447
Sikkim,2019,4,11078,178799
Sikkim,2019,4,55340,889132
Sikkim,2019,4,8093,154626
Sikkim,2020,1,21043,363778
Sikkim,2020,1,12746,206588
Sikkim,2020,1,61820,973818
Sikkim,2020,1,9022,152979
Sikkim,2020,2,24768,391248
Sikkim,2020,2,15082,272075
Sikkim,2020,2,69829,1057180
Sikkim,2020,2,10242,191832
Sikkim,2020,3,28038,435098
Sikkim,2020,3,17400,289152
Sikkim,2020,3,78018,1205412
Sikkim,2020,3,11317,226808
Sikkim,2020,4,31055,487764
Sikkim,2020,4,19217,307094
Sikkim,2020,4,85770,1393562
Sikkim,2020,4,12501,290250
Sikkim,2021,1,33490,549002
Sikkim,2021,1,20769,329949
Sikkim,2021,1,92502,1635704
Sikkim,2021,1,13452,280676
Sikkim,2021,2,35900,967570
Sikkim,2021,2,22352,824607
Sikkim,2021,2,99077,1747714
Sikkim,2021,2,14411,1001230
Sikkim,2021,3,38616,1144641
Sikkim,2021,3,24132,1053092
Sikkim,2021,3,106352,2217368
Sikkim,2021,3,15593,1299464
Sikkim,2021,4,41311,1156897
Sikkim,2021,4,25834,686418
Sikkim,2021,4,113537,3108229
Sikkim,2021,4,16725,574008
Sikkim,2022,1,43881,2776181
Sikkim,2022,1,27594,3049668
Sikkim,2022,1,120360,3384215
Sikkim,2022,1,17781,3230129
Sikkim,2022,2,46351,3490586
Sikkim,2022,2,29184,4031393
Sikkim,2022,2,126666,4759136
Sikkim,2022,2,18793,4712822
Sikkim,2022,3,48673,4041078
Sikkim,2022,3,30513,4964725
Sikkim,2022,3,133152,5164204
Sikkim,2022,3,19687,4578529
Sikkim,2022,4,50716,2045443
Sikkim,2022,4,31605,1253670
Sikkim,2022,4,139175,4859711
Sikkim,2022,4,20472,790040
Sikkim,2023,1,52942,5195700
Sikkim,2023,1,32945,4025814
Sikkim,2023,1,145199,4158937
Sikkim,2023,1,21354,5546776
Sikkim,2023,2,55158,7212789
Sikkim,2023,2,34427,8135830
Sikkim,2023,2,150852,6251789
Sikkim,2023,2,22291,6870467
Sikkim,2023,3,57259,9417663
Sikkim,2023,3,35808,11546849
Sikkim,2023,3,156600,7052486
Sikkim,2023,3,23162,6889308
Sikkim,2023,4,59357,3982251
Sikkim,2023,4,37183,1959402
Sikkim,2023,4,162011,9012227
Sikkim,2023,4,24024,884318
Sikkim,2024,1,61782,5845705
Sikkim,2024,1,38748,3447804
Sikkim,2024,1,168229,8402762
Sikkim,2024,1,25062,1888089
Sikkim,2024,2,64133,5539753
Sikkim,2024,2,40197,12837944
Sikkim,2024,2,174348,22399670
Sikkim,2024,2,25972,4508628
Sikkim,2024,3,50399,3401886
Sikkim,2024,3,16767,334404
Sikkim,2024,3,56951,5886121
Sikkim,2024,3,140362,5161232
Sikkim,2024,3,24207,2378399
Sikkim,2024,3,23625,1084168
Sikkim,2024,4,51773,2317736
Sikkim,2024,4,17277,1470752
Sikkim,2024,4,58886,3292678
Sikkim,2024,4,143928,8760096
Sikkim,2024,4,24321,1063500
Sikkim,2024,4,24563,1586078
Tamil Nadu,2018,1,62230,0
Tamil Nadu,2018,1,14636,0
Tamil Nadu,2018,1,66958,0
Tamil Nadu,2018,1,43486,0
Tamil Nadu,2018,1,136352,0
Tamil Nadu,2018,1,87652,0
Tamil Nadu,2018,1,33682,0
Tamil Nadu,2018,1,25509,0
Tamil Nadu,2018,1,36258,0
Tamil Nadu,2018,1,72582,0
Tamil Nadu,2018,1,40279,0
Tamil Nadu,2018,1,88288,0
Tamil Nadu,2018,1,15626,0
Tamil Nadu,2018,1,25242,0
Tamil Nadu,2018,1,9211,0
Tamil Nadu,2018,1,292004,0
Tamil Nadu,2018,1,13351,0
Tamil Nadu,2018,1,53761,0
Tamil Nadu,2018,1,19098,0
Tamil Nadu,2018,1,20750,0
Tamil Nadu,2018,1,31546,0
Tamil Nadu,2018,1,16067,0
Tamil Nadu,2018,1,8476,0
Tamil Nadu,2018,1,170306,0
Tamil Nadu,2018,1,27079,0
Tamil Nadu,2018,1,34025,0
Tamil Nadu,2018,1,16919,0
Tamil Nadu,2018,1,15000,0
Tamil Nadu,2018,1,215210,0
Tamil Nadu,2018,1,28347,0
Tamil Nadu,2018,1,28006,0
Tamil Nadu,2018,1,215622,0
Tamil Nadu,2018,1,18253,0
Tamil Nadu,2018,1,31107,0
Tamil Nadu,2018,1,38529,0
Tamil Nadu,2018,1,42137,0
Tamil Nadu,2018,1,11170,0
Tamil Nadu,2018,2,91156,0
Tamil Nadu,2018,2,22157,0
Tamil Nadu,2018,2,96842,0
Tamil Nadu,2018,2,63447,0
Tamil Nadu,2018,2,188583,0
Tamil Nadu,2018,2,128535,0
Tamil Nadu,2018,2,49703,0
Tamil Nadu,2018,2,38026,0
Tamil Nadu,2018,2,53239,0
Tamil Nadu,2018,2,105957,0
Tamil Nadu,2018,2,58386,0
Tamil Nadu,2018,2,126830,0
Tamil Nadu,2018,2,23371,0
Tamil Nadu,2018,2,36233,0
Tamil Nadu,2018,2,14083,0
Tamil Nadu,2018,2,401349,0
Tamil Nadu,2018,2,19063,0
Tamil Nadu,2018,2,77385,0
Tamil Nadu,2018,2,27639,0
Tamil Nadu,2018,2,30936,0
Tamil Nadu,2018,2,45050,0
Tamil Nadu,2018,2,24385,0
Tamil Nadu,2018,2,12343,0
Tamil Nadu,2018,2,244374,0
Tamil Nadu,2018,2,40179,0
Tamil Nadu,2018,2,50731,0
Tamil Nadu,2018,2,25789,0
Tamil Nadu,2018,2,22686,0
Tamil Nadu,2018,2,292432,0
Tamil Nadu,2018,2,41038,0
Tamil Nadu,2018,2,40760,0
Tamil Nadu,2018,2,300210,0
Tamil Nadu,2018,2,27112,0
Tamil Nadu,2018,2,43481,0
Tamil Nadu,2018,2,55375,0
Tamil Nadu,2018,2,60166,0
Tamil Nadu,2018,2,17005,0
Tamil Nadu,2018,3,119661,0
Tamil Nadu,2018,3,29985,0
Tamil Nadu,2018,3,128769,0
Tamil Nadu,2018,3,84632,0
Tamil Nadu,2018,3,239985,0
Tamil Nadu,2018,3,172195,0
Tamil Nadu,2018,3,67318,0
Tamil Nadu,2018,3,50858,0
Tamil Nadu,2018,3,70116,0
Tamil Nadu,2018,3,138064,0
Tamil Nadu,2018,3,77186,0
Tamil Nadu,2018,3,164489,0
Tamil Nadu,2018,3,32391,0
Tamil Nadu,2018,3,47975,0
Tamil Nadu,2018,3,19441,0
Tamil Nadu,2018,3,511138,0
Tamil Nadu,2018,3,25275,0
Tamil Nadu,2018,3,101492,0
Tamil Nadu,2018,3,36648,0
Tamil Nadu,2018,3,42462,0
Tamil Nadu,2018,3,59484,0
Tamil Nadu,2018,3,33467,0
Tamil Nadu,2018,3,16465,0
Tamil Nadu,2018,3,318461,0
Tamil Nadu,2018,3,53656,0
Tamil Nadu,2018,3,68304,0
Tamil Nadu,2018,3,34866,0
Tamil Nadu,2018,3,30847,0
Tamil Nadu,2018,3,368413,0
Tamil Nadu,2018,3,54637,0
Tamil Nadu,2018,3,54056,0
Tamil Nadu,2018,3,381620,0
Tamil Nadu,2018,3,36969,0
Tamil Nadu,2018,3,55677,0
Tamil Nadu,2018,3,72500,0
Tamil Nadu,2018,3,77325,0
Tamil Nadu,2018,3,23350,0
Tamil Nadu,2018,4,160006,0
Tamil Nadu,2018,4,40421,0
Tamil Nadu,2018,4,172743,0
Tamil Nadu,2018,4,114395,0
Tamil Nadu,2018,4,318007,0
Tamil Nadu,2018,4,227253,0
Tamil Nadu,2018,4,91253,0
Tamil Nadu,2018,4,67862,0
Tamil Nadu,2018,4,93638,0
Tamil Nadu,2018,4,183206,0
Tamil Nadu,2018,4,105024,0
Tamil Nadu,2018,4,215365,0
Tamil Nadu,2018,4,44023,0
Tamil Nadu,2018,4,65372,0
Tamil Nadu,2018,4,26505,0
Tamil Nadu,2018,4,689276,0
Tamil Nadu,2018,4,33617,0
Tamil Nadu,2018,4,132294,0
Tamil Nadu,2018,4,48725,0
Tamil Nadu,2018,4,59098,0
Tamil Nadu,2018,4,81637,0
Tamil Nadu,2018,4,44937,0
Tamil Nadu,2018,4,22429,0
Tamil Nadu,2018,4,415090,0
Tamil Nadu,2018,4,71704,0
Tamil Nadu,2018,4,90832,0
Tamil Nadu,2018,4,47194,0
Tamil Nadu,2018,4,41206,0
Tamil Nadu,2018,4,483785,0
Tamil Nadu,2018,4,72179,0
Tamil Nadu,2018,4,70740,0
Tamil Nadu,2018,4,514830,0
Tamil Nadu,2018,4,49911,0
Tamil Nadu,2018,4,75577,0
Tamil Nadu,2018,4,94773,0
Tamil Nadu,2018,4,103405,0
Tamil Nadu,2018,4,31566,0
Tamil Nadu,2019,1,193798,0
Tamil Nadu,2019,1,49864,0
Tamil Nadu,2019,1,212859,0
Tamil Nadu,2019,1,138966,0
Tamil Nadu,2019,1,385091,0
Tamil Nadu,2019,1,273869,0
Tamil Nadu,2019,1,111273,0
Tamil Nadu,2019,1,82778,0
Tamil Nadu,2019,1,113549,0
Tamil Nadu,2019,1,224783,0
Tamil Nadu,2019,1,129411,0
Tamil Nadu,2019,1,257624,0
Tamil Nadu,2019,1,54318,0
Tamil Nadu,2019,1,81010,0
Tamil Nadu,2019,1,32852,0
Tamil Nadu,2019,1,830586,0
Tamil Nadu,2019,1,41312,0
Tamil Nadu,2019,1,157469,0
Tamil Nadu,2019,1,58673,0
Tamil Nadu,2019,1,73253,0
Tamil Nadu,2019,1,100564,0
Tamil Nadu,2019,1,55252,0
Tamil Nadu,2019,1,27434,0
Tamil Nadu,2019,1,495350,0
Tamil Nadu,2019,1,87060,0
Tamil Nadu,2019,1,109937,0
Tamil Nadu,2019,1,57822,0
Tamil Nadu,2019,1,50065,0
Tamil Nadu,2019,1,578045,0
Tamil Nadu,2019,1,87667,0
Tamil Nadu,2019,1,85506,0
Tamil Nadu,2019,1,625908,0
Tamil Nadu,2019,1,60522,0
Tamil Nadu,2019,1,93392,0
Tamil Nadu,2019,1,112549,0
Tamil Nadu,2019,1,126690,0
